,UVG Video Src,Instance Name,CurEpoch,Train Time,Compression Method,Compression Encoding Time,Compression Decoding Time,"FPS (Quantized, Full Pass)","FPS (Quantized, Forward Pass)","FPS (Full Model, Full Pass)","FPS (Full Model, Forward Pass)",Encoding / Training Time Total (Full Pass),Encoding / Training Time Total (Forward Pass),Encoding / Training Time per Epoch (Full Pass),Encoding / Training Time per Epoch (Forward Pass),Split,Embed,Crop,Resize,Lr_type,LR (E-3),Batch,Size (M),ModelSize,Epoch,Loss,Act,Norm,FC,Reduce,ENC_type,ENC_strds,KS,enc_dim,DEC,DEC_strds,lower_width,Quant,bits/param,bits/param w/ overhead,bits/pixel,PSNR_list_50,best_pred_seen_psnr,best_pred_seen_ssim,best_pred_unseen_psnr,best_pred_unseen_ssim,best_quant_seen_psnr,best_quant_seen_ssim,best_quant_unseen_psnr,best_quant_unseen_ssim,pred_seen_psnr,pred_seen_ssim,pred_unseen_psnr,pred_unseen_ssim
20,beauty,beauty_32_6,300,0:15:39.518233,huffman,0.06757116317749022,0.7375912666320801,7.321036198887699,8.135752868716718,6.000248204007957,6.537906470600842,157.4568457603455,3.5101664066314697,0.5248561525344848,0.011700554688771566,1_1_1,,480_960,-1,cosine_0.1_1_0.1,1.0,32,0.28_1.48_1.49,1.5,300,L2,gelu,none,9_16,1.2,convnext,"5,4,3,2,2",0_1_5,64_16,pshuffel,"5,4,3,2,2",12,quant_M32_E6,1.4032622848324061,1.4063073163180584,0.03795185908564815,"14.83,24.37,25.57,26.2,26.49,26.53,26.53,26.53",26.53,0.8256,0.0,0.0,25.45,0.8151,0.0,0.0,26.53,0.8256,0.0,0.0
21,bosphorus,bosphorus_4_12,300,0:15:23.618370,huffman,0.06380677223205566,1.5288476943969729,7.3116463609153355,8.125677332863212,5.9537904932920025,6.48274561627215,157.36240100860599,3.3191137313842773,0.5245413366953532,0.011063712437947593,1_1_1,,480_960,-1,cosine_0.1_1_0.1,1.0,32,0.28_1.48_1.49,1.5,300,L2,gelu,none,9_16,1.2,convnext,"5,4,3,2,2",0_1_5,64_16,pshuffel,"5,4,3,2,2",12,quant_M4_E12,4.04644276124849,4.51291156341325,0.12178944227430555,"23.41,26.41,27.12,27.87,28.25,28.31,28.31,28.31",28.31,0.8753,0.0,0.0,26.82,0.8341,0.0,0.0,28.31,0.8753,0.0,0.0
22,bosphorus,bosphorus_32_6,300,0:15:24.117358,huffman,0.06974315643310547,0.7249619960784912,7.3971560754705665,8.234167946004735,5.938599978124769,6.463900752256287,157.46889424324038,3.4148173332214355,0.5248963141441345,0.011382724444071452,1_1_1,,480_960,-1,cosine_0.1_1_0.1,1.0,32,0.28_1.48_1.49,1.5,300,L2,gelu,none,9_16,1.2,convnext,"5,4,3,2,2",0_1_5,64_16,pshuffel,"5,4,3,2,2",12,quant_M32_E6,1.418723995102753,1.421769026588405,0.03836912254050926,"23.25,26.34,26.95,27.2,27.31,27.33,27.33,27.33",27.33,0.8506,0.0,0.0,27.29,0.85,0.0,0.0,27.33,0.8506,0.0,0.0
23,beauty,beauty_16_2,300,0:16:01.773438,huffman,0.06590843200683594,2.682922601699829,7.31258011720376,8.127381759187088,5.903847040355163,6.422242561422408,157.4216136932373,3.3833820819854736,0.5247387123107911,0.011277940273284912,1_1_1,,480_960,-1,cosine_0.1_1_0.1,1.0,32,0.28_1.48_1.49,1.5,300,L2,gelu,none,9_16,1.2,convnext,"5,4,3,2,2",0_1_5,64_16,pshuffel,"5,4,3,2,2",12,quant_M16_E2,8.003687007753975,8.008383218284662,0.2161213469328704,"21.74,26.02,27.34,28.23,28.57,28.62,28.62,28.62",28.62,0.8652,0.0,0.0,25.08,0.8133,0.0,0.0,28.62,0.8652,0.0,0.0
24,beauty,beauty_32_18,300,0:16:06.067727,huffman,0.06718182563781737,0.702063798904419,7.411432817333084,8.248685547065135,5.813462234812063,6.31541748335905,157.441477060318,3.449748039245605,0.5248049235343933,0.011499160130818684,1_1_1,,480_960,-1,cosine_0.1_1_0.1,1.0,32,0.28_1.48_1.49,1.5,300,L2,gelu,none,9_16,1.2,convnext,"5,4,3,2,2",0_1_5,64_16,pshuffel,"5,4,3,2,2",12,quant_M32_E18,1.3899530043886248,1.3902746626441516,0.037519187644675926,"23.92,26.93,28.0,28.78,29.1,29.15,29.15,29.15",29.15,0.8721,0.0,0.0,25.56,0.8169,0.0,0.0,29.15,0.8721,0.0,0.0
25,honeybee,honeybee_32_6,300,0:16:03.233882,huffman,0.06817054748535156,0.6906569004058838,7.323273147107416,8.138590499844769,5.939640687696531,6.464055160871105,157.18283128738403,3.3596436977386475,0.5239427709579467,0.011198812325795492,1_1_1,,480_960,-1,cosine_0.1_1_0.1,1.0,32,0.28_1.48_1.49,1.5,300,L2,gelu,none,9_16,1.2,convnext,"5,4,3,2,2",0_1_5,64_16,pshuffel,"5,4,3,2,2",12,quant_M32_E6,1.3543843025410331,1.3574293340266856,0.03663279441550926,"23.21,27.67,29.3,30.31,30.71,30.78,30.78,30.78",30.78,0.9617,0.0,0.0,30.75,0.9616,0.0,0.0,30.78,0.9617,0.0,0.0
26,beauty,beauty_4_2,300,0:15:56.361953,huffman,0.06895947456359862,1.4902777671813965,7.370537734365321,8.196029981538775,5.9200672416695115,6.441547272216276,157.31543016433716,3.4007685184478764,0.5243847672144571,0.01133589506149292,1_1_1,,480_960,-1,cosine_0.1_1_0.1,1.0,32,0.28_1.48_1.49,1.5,300,L2,gelu,none,9_16,1.2,convnext,"5,4,3,2,2",0_1_5,64_16,pshuffel,"5,4,3,2,2",12,quant_M4_E2,3.9934415221940847,4.4599103243588445,0.12035910373263888,"23.84,26.81,28.25,28.74,28.97,29.01,29.01,29.01",29.01,0.8748,0.0,0.0,24.41,0.804,0.0,0.0,29.01,0.8748,0.0,0.0
27,honeybee,honeybee_16_18,300,0:16:30.636426,huffman,0.06581878662109375,2.6581745147705083,7.314247449179778,8.127397507798122,5.914351061939665,6.434656875774023,157.2690575122833,3.4304120540618896,0.5242301917076111,0.011434706846872963,1_1_1,,480_960,-1,cosine_0.1_1_0.1,1.0,32,0.28_1.48_1.49,1.5,300,L2,gelu,none,9_16,1.2,convnext,"5,4,3,2,2",0_1_5,64_16,pshuffel,"5,4,3,2,2",12,quant_M16_E18,8.00374195770596,8.004063615961487,0.2160047743055556,"23.21,27.65,29.26,30.31,30.71,30.78,30.78,30.78",30.78,0.9617,0.0,0.0,30.75,0.9616,0.0,0.0,30.78,0.9617,0.0,0.0
28,honeybee,honeybee_4_18,300,0:16:02.983602,huffman,0.06363391876220703,1.4969971179962158,7.37671131387487,8.20341187521117,5.901741161836907,6.419495239869921,157.1480989456177,3.4088923931121826,0.5238269964853922,0.011362974643707276,1_1_1,,480_960,-1,cosine_0.1_1_0.1,1.0,32,0.28_1.48_1.49,1.5,300,L2,gelu,none,9_16,1.2,convnext,"5,4,3,2,2",0_1_5,64_16,pshuffel,"5,4,3,2,2",12,quant_M4_E18,4.028661760931523,4.4924071898661575,0.12123609302662035,"23.21,27.67,29.3,30.31,30.71,30.78,30.78,30.78",30.78,0.9617,0.0,0.0,29.58,0.9556,0.0,0.0,30.78,0.9617,0.0,0.0
29,beauty,beauty_32_12,300,0:15:55.235039,huffman,0.06815075874328612,0.7353878021240234,7.366819135655832,8.19336022581874,5.913540130098323,6.43450633624072,157.30608606338498,3.3999526500701904,0.5243536202112834,0.011333175500233968,1_1_1,,480_960,-1,cosine_0.1_1_0.1,1.0,32,0.28_1.48_1.49,1.5,300,L2,gelu,none,9_16,1.2,convnext,"5,4,3,2,2",0_1_5,64_16,pshuffel,"5,4,3,2,2",12,quant_M32_E12,1.4331631001690717,1.4362081316547242,0.0387587890625,"20.58,25.35,26.84,27.55,27.82,27.86,27.86,27.86",27.86,0.8533,0.0,0.0,25.31,0.8153,0.0,0.0,27.86,0.8533,0.0,0.0
30,bosphorus,bosphorus_16_2,300,0:15:36.906855,huffman,0.06614470481872559,2.633096933364868,7.313545993185677,8.128263775405642,5.910317364138782,6.430819084226662,157.40572571754456,3.326124906539917,0.5246857523918151,0.011087083021799723,1_1_1,,480_960,-1,cosine_0.1_1_0.1,1.0,32,0.28_1.48_1.49,1.5,300,L2,gelu,none,9_16,1.2,convnext,"5,4,3,2,2",0_1_5,64_16,pshuffel,"5,4,3,2,2",12,quant_M16_E2,8.003733246128206,8.008429456658895,0.2161225947627315,"23.35,26.35,26.97,27.24,27.4,27.43,27.43,27.43",27.43,0.8522,0.0,0.0,27.23,0.8490000000000001,0.0,0.0,27.43,0.8522,0.0,0.0
31,bosphorus,bosphorus_4_2,300,0:15:38.535989,huffman,0.06712532043457031,1.4700751304626465,7.3255210584732975,8.144556368420286,5.919860440301815,6.441853964509401,157.44539356231692,3.4656078815460205,0.5248179785410563,0.011552026271820068,1_1_1,,480_960,-1,cosine_0.1_1_0.1,1.0,32,0.28_1.48_1.49,1.5,300,L2,gelu,none,9_16,1.2,convnext,"5,4,3,2,2",0_1_5,64_16,pshuffel,"5,4,3,2,2",12,quant_M4_E2,3.959117235722562,4.425586037887323,0.11943279803240743,"23.46,26.47,27.38,28.2,28.53,28.59,28.59,28.59",28.59,0.8835,0.0,0.0,26.67,0.8297,0.0,0.0,28.59,0.8835,0.0,0.0
